X,Y,OBJECTID,CAM_NUM,NOTES,LOCATION,PROJ,XCOORD,YCOORD,created_user,created_date,last_edited_user,last_edited_date
-8535125.39624017,4771651.51888468,280,812, ,W Garrison Ave and Palmer Ave,Park Heights,-76.67233816,39.34806786,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534501.75008382,4770828.71747661,281,813, ,Pimlico Rd and Sumter Ave,Park Heights,-76.66673585,39.34235183,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534322.63179031,4770525.9955486,282,814, ,Pimlico Rd and W Cold Spring Ln,Park Heights,-76.6651268,39.3402487,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534082.12575071,4770112.86682375,283,815, ,Quantico Ave and Pimlico Rd,Park Heights,-76.6629663,39.33737841,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534149.57783854,4770279.37204149,284,816, ,Pimlico Rd and Loyola Northway,Park Heights,-76.66357223,39.33853525,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534193.49062,4770347.55512944,285,817, ,Pimlico Rd and Rosewood Ave,Park Heights,-76.66396671,39.33900897,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8535731.03937995,4772352.38281008,286,818, ,Winner Ave and Avondale Ave,Park Heights,-76.67777875,39.35293642,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8535852.93290125,4771924.93446198,287,819, ,Park Heights Ave and Hayward Ave,Park Heights,-76.67887374,39.34996719,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8536352.11329319,4772199.14796805,288,820, ,Park Heights Ave and Rogers,Park Heights,-76.68335795,39.351872,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8536559.80888356,4772360.38590278,289,821, ,Park Heights Ave and Manhattan Ave,Park Heights,-76.68522371,39.35299201,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8536866.65258448,4772755.69211922,290,822, ,Park Heights Ave and Glen Ave,Park Heights,-76.68798014,39.35573786,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8537229.1514851,4772990.97405615,291,823, ,Park Heights Ave and Taney,Park Heights,-76.69123652,39.35737211,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8537572.84885595,4773220.69758536,292,836, ,Park Heights Ave and W Strathmore Ave,Park Heights,-76.69432401,39.35896771,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8537832.68604425,4773396.307492,293,825, ,Park Heights Ave and Fords Ln,Park Heights,-76.69665817,39.36018743,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8538181.58362969,4773695.88609647,294,826, ,Park Heights Ave and Clarks Ln,Park Heights,-76.69979237,39.36226813,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8538518.73372717,4774077.2350116,295,827, ,Park Heights Ave and Fallstaff Rd,Park Heights,-76.70282104,39.36491668,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8535513.85932366,4771769.24493774,296,828, ,Park Heights Ave and W Belvedere Ave,Park Heights,-76.67582779,39.34888567,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534916.41121267,4771088.63050378,297,829, ,Park Heights Ave and Virginia Ave,Park Heights,-76.67046082,39.34415751,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534593.05535781,4770644.00088484,298,830, ,Park Heights Ave and Wylie Ave,Park Heights,-76.66755606,39.34106854,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534125.17261681,4769866.97463355,299,831, ,Park Heights Ave and Oswego Ave,Park Heights,-76.663353,39.33566998,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8536683.21980756,4772483.50990865,300,832, ,Park Heights Ave and Trainor Ave JCC,Park Heights,-76.68633233,39.35384726,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8536775.04342563,4772620.12239406,301,833, ,Park Heights Ave and Trainor Ave,Park Heights,-76.6871572,39.35479619,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8537052.31047764,4772861.19758748,302,834, ,Park Heights Ave and Menlo Dr,Park Heights,-76.68964793,39.3564707,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8537382.58863486,4773090.16343882,303,835, ,Park Heights Ave and Pinkney Rd,Park Heights,-76.69261487,39.35806106,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8537530.73682278,4773187.0759878,304,824, ,Park Heights Ave and W Strathmore Ave,Park Heights,-76.69394571,39.35873418,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8537969.28585939,4773497.07243822,305,837, ,Park Heights Ave and Bancroft Rd,Park Heights,-76.69788527,39.36088729,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8538081.88846301,4773615.22051073,306,838, ,Park Heights Ave and N Bancroft Rd,Park Heights,-76.69889679,39.36170788,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8536271.75859248,4772502.10869117,307,839, ,3500 Northern Pkwy E&T,Park Heights,-76.68263611,39.35397645,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534505.75659746,4770539.30752326,308,840, ,Park Heights Ave and Oakford Ave,Park Heights,-76.66677184,39.34034118,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534983.19943788,4766005.52394789,309,901, ,W North Ave and Bloomingdale Rd,Southwest District,-76.67106078,39.30883554,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534778.79213346,4766021.99862966,310,902, ,W North Ave and N Rosedale St,Southwest District,-76.66922456,39.30895005,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534598.83378924,4766030.39724436,311,903, ,W North Ave and N Longwood St,Southwest District,-76.66760797,39.30900842,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534402.85853578,4766039.82809844,312,904, ,W North Ave and Poplar Grove St,Southwest District,-76.66584749,39.30907397,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534187.56341101,4766067.75579093,313,905, ,W North Ave and N Dukeland St,Southwest District,-76.66391346,39.30926809,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533891.24408724,4766082.30388691,314,906, ,W North Ave and Braddish Ave,Southwest District,-76.66125158,39.30936921,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534309.88876716,4765915.55803345,315,907, ,Westwood Ave Dead End,Southwest District,-76.66501233,39.30821021,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534760.90642478,4765663.54442987,316,908, ,N Rosedale St and Grayson St,Southwest District,-76.66906389,39.30645852,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534375.54784853,4765766.79181421,317,909, ,Poplar Grove St and Presbury St,Southwest District,-76.66560216,39.30717617,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534188.55388587,4765605.72603488,318,910, ,Baker St and N Dukeland St,Southwest District,-76.66392236,39.30605663,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534561.35035238,4765492.20542066,319,911, ,Bloomingdale Rd and Brighton St,Southwest District,-76.66727125,39.30526755,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534368.80129322,4765403.04872431,320,912, ,Poplar Grove St and Pressman St,Southwest District,-76.66554155,39.30464782,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534441.37027461,4765240.73681485,321,913, ,Bloomingdale Rd and Belmont Ave,Southwest District,-76.66619345,39.30351957,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534757.20835486,4765101.93951147,322,914, ,N Rosedale St and Normount Ct,Southwest District,-76.66903067,39.30255476,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534567.88703989,4764919.98530313,323,915, ,Winchester St and N Longwood St,Southwest District,-76.66732997,39.30128993,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534352.89034109,4765044.18744603,324,916, ,Bloomingdale Rd and Ellicott Driveway,Southwest District,-76.66539862,39.30215331,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534149.04127847,4765090.95236414,325,917, ,Ellicott Driveway and N Dukeland St,Southwest District,-76.66356741,39.30247838,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534329.6460549,4764764.65071376,326,918, ,Poplar Grove St and Riggs Ave,Southwest District,-76.66518981,39.30021013,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534133.99483876,4764623.78164218,327,919, ,Mosher St and N Dukeland St,Southwest District,-76.66343225,39.29923087,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534325.59464704,4764446.42532753,328,920, ,Poplar Grove St and W Lafayette Ave,Southwest District,-76.66515342,39.29799795,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534514.99555591,4764316.66339858,329,921, ,N Franklintown Rd and N Longwood St,Southwest District,-76.66685483,39.29709588,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534315.29349225,4764189.63997106,330,922, ,Poplar Grove St and Rayner Ave,Southwest District,-76.66506088,39.29621283,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534286.11803049,4763941.70718195,331,923, ,Poplar Grove St and Edmondson Ave,Southwest District,-76.66479879,39.2944892,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533672.26015048,4763970.33580176,332,924, ,Edmondson Ave and Braddish Ave,Southwest District,-76.65928441,39.29468823,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533330.63035457,4763986.00315649,333,925, ,Edmondson Ave and N Warwick Ave,Southwest District,-76.6562155,39.29479715,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8535318.85032637,4763894.37209869,334,926, ,Edmondson Ave and Denison St,Southwest District,-76.67407599,39.29416012,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8537493.44466928,4763762.91142652,335,927, ,Edmondson Ave and Swan Ave,Southwest District,-76.69361071,39.29324619,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8536276.57817804,4763825.91054861,336,928, ,Edmondson Ave and N Loudon Ave,Southwest District,-76.68267941,39.29368417,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8535786.62984745,4763872.35156056,337,929, ,Edmondson Ave and Allendale St,Southwest District,-76.67827812,39.29400703,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534758.42084354,4765470.24208172,338,930, ,N Rosedale St and Brighton St,Southwest District,-76.66904156,39.30511488,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534132.13397024,4764785.69586418,339,931, ,Riggs Ave and Dukeland St,Southwest District,-76.66341553,39.30035643,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533835.87129756,4764795.35591612,340,932, ,Riggs Ave and Braddish Ave,Southwest District,-76.66075416,39.30042358,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531621.27788424,4762634.76548503,341,1001, ,W Pratt St and S Stricker St,Tri-District,-76.64086012,39.28540266,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531597.88637273,4762504.87792103,342,1002, ,McHenry St and Stricker St,Tri-District,-76.64064999,39.28449955,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531605.5567611,4762330.20643481,343,1003, ,S Stricker St and Ramsay St,Tri-District,-76.64071889,39.28328503,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531691.33535657,4762488.97734392,344,1004, ,S Parrish St and McHenry St,Tri-District,-76.64148946,39.28438899,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531680.34033056,4762330.44013887,345,1005, ,S Parrish St and Ramsay St,Tri-District,-76.64139068,39.28328666,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531755.98904368,4762498.18090012,346,1006, ,McHenry St and S Gilmor St,Tri-District,-76.64207025,39.28445298,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531763.09104838,4762323.97834161,347,1007, ,S Gilmor St and Ramsay St,Tri-District,-76.64213405,39.28324173,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531931.75813128,4762627.67000686,348,1008, ,W Pratt St and S Mount St,Tri-District,-76.64364921,39.28535332,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531913.33534036,4762491.26598929,349,1009, ,McHenry St and S Mount St,Tri-District,-76.64348372,39.2844049,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531907.43536916,4762320.54104868,350,1010, ,S Mount St and Ramsay St,Tri-District,-76.64343071,39.28321783,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532076.97879765,4762606.01071238,351,1011, ,W Pratt St and S Fulton Ave,Tri-District,-76.64495375,39.28520272,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532069.51049846,4762483.54967286,352,1012, ,S Fulton St and McHenry St,Tri-District,-76.64488666,39.28435125,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532070.60791544,4762398.08358859,353,1013, ,Wilhelm St and S Fulton Ave,Tri-District,-76.64489652,39.28375699,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532064.83258071,4762310.60581495,354,1014, ,Ramsay St and S Fulton Ave,Tri-District,-76.64484464,39.28314874,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532173.4365849,4762479.26734191,355,1015, ,McHenry St and S Addison St,Tri-District,-76.64582025,39.28432147,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532270.18647361,4762595.35065266,356,1016, ,W Pratt St and S Monroe St,Tri-District,-76.64668936,39.28512861,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532273.96193942,4762381.92244949,357,1017, ,S Monroe St and Wilhelm St,Tri-District,-76.64672328,39.28364462,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532256.39601859,4762303.26874011,358,1018, ,S Monroe St and Ramsay St,Tri-District,-76.64656548,39.28309773,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532469.62325686,4762468.5158496,359,1019, ,S Payson St and McHenry St,Tri-District,-76.64848094,39.28424672,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532464.00397418,4762307.93347228,360,1020, ,S Payson St and Ramsay St,Tri-District,-76.64843046,39.28313016,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532452.15407795,4762260.03871068,361,1021, ,S Payson St and Ashton St,Tri-District,-76.64832401,39.28279714,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532626.77429385,4762459.93556452,362,1022, ,S Pulaski St and McHenry,Tri-District,-76.64989265,39.28418706,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532611.88907242,4762370.18899292,363,1023, ,S Pulaski St and Wilhelm St,Tri-District,-76.64975893,39.28356304,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532604.54036099,4762286.27406236,364,1024, ,S Pulaski St and Ramsay St,Tri-District,-76.64969292,39.28297956,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532615.0712743,4762203.029266,365,1025, ,S Pulaski St and Ashton St,Tri-District,-76.64978752,39.28240074,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532762.66489488,4762286.82104907,366,1026, ,S Smallwood St and Ramsay St,Tri-District,-76.65111337,39.28298336,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532758.29487986,4762129.10564563,367,1027, ,Smallwood and Ashton,Tri-District,-76.65107412,39.28188673,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531289.63725485,4762665.7297731,368,1028, ,W Pratt St and S Carey St,Tri-District,-76.63788094,39.28561795,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531156.02084363,4762796.19485677,369,1029, ,Lombard and Carrolton,Tri-District,-76.63668064,39.28652506,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531572.29354571,4765915.73388551,370,1101, ,Pennsylvania Ave and Baker St,Pennsylvania Ave,-76.64042008,39.30821144,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531666.75838015,4765838.68422173,371,1102, ,N Carey St and Baker St,Pennsylvania Ave,-76.64126868,39.30767588,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531471.71055192,4765812.29272619,372,1103, ,Pennsylvania Ave and Gold St,Pennsylvania Ave,-76.63951653,39.30749244,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531361.1951495,4765710.34035957,373,1104, ,Pennsylvania Ave and Bloom St,Pennsylvania Ave,-76.63852376,39.30678379,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531301.612569,4765546.03886875,374,1105, ,N Fremont Ave and Presstman St,Pennsylvania Ave,-76.63798852,39.30564175,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531237.46245949,4765579.62857713,375,1106, ,Pennsylvania Ave and Presstman St,Pennsylvania Ave,-76.63741224,39.30587523,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531131.49234694,4765705.741724,376,1107, ,Division St and Presstman St,Pennsylvania Ave,-76.6364603,39.30675183,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531023.68104585,4765574.58239211,377,1108, ,Division St and Robert St,Pennsylvania Ave,-76.63549181,39.30584015,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531147.0964906,4765468.19005952,378,1109, ,Pennsylvania Ave and Robert St,Pennsylvania Ave,-76.63660047,39.30510062,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531242.25857808,4765384.70027586,379,1110, ,N Fremont Ave and Robert St,Pennsylvania Ave,-76.63745533,39.30452028,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530903.51611357,4765468.78803516,380,1111, ,Division St and Laurens St,Pennsylvania Ave,-76.63441235,39.30510478,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530927.44873448,4765238.28777725,381,1112, ,Pennsylvania Ave and Wilson St,Pennsylvania Ave,-76.63462734,39.30350255,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530795.55205861,4765360.85396989,382,1113, ,Division St and Islamic Way,Pennsylvania Ave,-76.63344249,39.30435452,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530889.14238878,4765159.00852204,383,1114, ,Pennsylvania Ave and Pitcher St,Pennsylvania Ave,-76.63428323,39.30295146,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531066.30550927,4764989.95371556,384,1115, ,N Fremont Ave and Pitcher St,Pennsylvania Ave,-76.63587472,39.30177631,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530805.14453661,4764917.23280249,385,1116, ,Mosher St and Argyle St,Pennsylvania Ave,-76.63352867,39.3012708,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530705.63934005,4765004.4852795,386,1117, ,Pennsylvania Ave and Mosher St,Pennsylvania Ave,-76.63263479,39.30187732,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527373.65743032,4766437.0926455,387,1201, ,E North Ave and Aisquith,North Ave East,-76.60270308,39.31183516,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527015.70032674,4766462.37342447,388,1202, ,E North Ave and Harford,North Ave East,-76.5994875,39.31201087,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526532.51755442,4766496.12924885,389,1203, ,E North Ave and Broadway,North Ave East,-76.59514699,39.31224548,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526163.05291878,4766508.22187308,390,1204, ,E North Ave and Wolfe,North Ave East,-76.59182803,39.31232953,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525996.74280953,4766517.57733244,391,1205, ,E North Ave and Washington,North Ave East,-76.59033405,39.31239455,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525806.55120542,4766529.009946,392,1206, ,E North Ave and Chester,North Ave East,-76.58862552,39.31247401,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525673.92730074,4766536.85230804,393,1207, ,E North Ave and Collington,North Ave East,-76.58743414,39.31252852,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525295.82516002,4766563.36264666,394,1208, ,E North Ave and Belair,North Ave East,-76.58403759,39.31271277,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525280.0027577,4766539.21860072,395,1209, ,E North Ave and Port,North Ave East,-76.58389546,39.31254497,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525194.07795666,4766563.12914366,396,1210, ,E North Ave and Milton,North Ave East,-76.58312358,39.31271115,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526973.65322352,4766610.9185744,397,1301, ,Harford and 20th,Harford Rd,-76.59910978,39.3130433,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526863.97142737,4766778.40182465,398,1302, ,Harford and Broadway,Harford Rd,-76.59812449,39.31420734,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526754.15181955,4766906.73064008,399,1303, ,Harford and Darley,Harford Rd,-76.59713797,39.31509923,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526671.16411758,4767008.46531182,400,1304, ,Harford and Cliftview,Harford Rd,-76.59639248,39.31580629,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526594.30940581,4767123.29275894,401,1305, ,Harford and 25th,Harford Rd,-76.59570208,39.31660433,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526402.1848398,4767301.93991771,402,1306, ,Harford Harbor City School,Harford Rd,-76.59397619,39.31784589,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526333.73873437,4767423.02288898,403,1307, ,Harford and Montpelier,Harford Rd,-76.59336133,39.31868739,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526273.23598085,4767504.11737973,404,1308, ,Harford and Homestead,Harford Rd,-76.59281783,39.31925096,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526095.37138161,4767726.57659122,405,1309, ,Harford and Abbotston,Harford Rd,-76.59122004,39.32079695,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8526016.70640668,4767786.23364197,406,1310, ,Harford and Alameda,Harford Rd,-76.59051338,39.32121154,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525951.64623142,4767868.17777661,407,1311, ,Harford and Tivoly,Harford Rd,-76.58992894,39.321781,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525886.30543414,4767928.76096231,408,1312, ,Harford and Fenwick,Harford Rd,-76.58934197,39.32220201,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525813.53181016,4768046.80260085,409,1313, ,Harford and Hugo,Harford Rd,-76.58868823,39.32302232,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524971.40504573,4766923.52000773,410,1401, ,Belair and Ravenwood,Belair Rd,-76.58112328,39.31521592,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524880.85250304,4767023.84997324,411,1402, ,Belair and Elmora,Belair Rd,-76.58030983,39.31591321,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524813.21114259,4767100.70831693,412,1403, ,Belair and Lyndale,Belair Rd,-76.5797022,39.31644737,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524740.36875198,4767184.6758131,413,1404, ,Belair and Elmley,Belair Rd,-76.57904784,39.31703093,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524572.54700097,4767371.00242932,414,1405, ,Belair across from shopping center,Belair Rd,-76.57754027,39.31832586,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524393.6144665,4767555.74530926,415,1406, ,Belair and Cliftmont,Belair Rd,-76.57593289,39.31960976,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524260.16256421,4767700.90933032,416,1407, ,Belair and Mareco,Belair Rd,-76.57473407,39.32061858,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
